Date,Close,High,Low,Open,Volume
2024-07-11,227.05709838867188,231.86622690917008,225.26115227596378,230.86848076037649,64710600
2024-07-12,230.0203857421875,232.11565870158282,228.1645773343909,228.40404188598967,53046500
2024-07-15,233.87168884277344,236.69531224247876,232.5646438368613,235.94700263838575,62631300
2024-07-16,234.29075622558594,235.73748508570134,231.80636285277686,234.4703432233226,43234300
2024-07-17,228.3641357421875,230.93832254659503,226.12917896312734,228.9328431112231,57345900
2024-07-18,223.67471313476562,229.92061345724463,221.7690296564846,229.76097042757166,66034600
2024-07-19,223.80442810058594,226.28882140195597,222.77675082247163,224.31328836166992,49151500
2024-07-22,223.45523071289062,227.26661302541467,222.58718122432802,226.4983442399413,48201800
2024-07-23,224.5028533935547,226.42851135969482,222.1781030613285,223.86429647317826,39960300
2024-07-24,218.04742431640625,224.29332459793014,216.64061389677994,223.4951246791964,61777600
2024-07-25,216.99981689453125,220.35224458682225,214.13627507494223,218.4365585703147,51391200
2024-07-26,217.46875,218.99530033853074,215.52313289555326,218.20707238174316,41601300
2024-07-29,217.7481231689453,218.80573164190093,215.26372979848315,216.47100932714253,36311800
2024-07-30,218.30685424804688,219.8334045947242,215.63288672795753,218.6959746261333,41643800
2024-07-31,221.5794677734375,223.3155515626994,220.13273889458495,220.94091084366266,50036300
2024-08-01,217.8678436279297,223.9740450176905,216.53086747941563,223.86429233538576,62501000
2024-08-02,219.3644561767578,225.0915242198944,217.21930817086155,218.65604975341137,105568600
2024-08-05,208.79833984375,213.0188017705649,195.55824424838744,198.64127617987643,119548600
2024-08-06,206.76292419433594,209.51671322927783,200.6168196653937,204.83728149035767,69660500
2024-08-07,209.34710693359375,213.15848935419993,205.9248296826355,206.43367474426563,63516400
2024-08-08,212.8292236328125,213.71721707569145,208.35932525259923,212.6296774525561,47161100
2024-08-09,215.7526397705078,216.29141600978787,211.4922593126285,211.62197118803232,42201600
2024-08-12,217.2909393310547,219.26875909808805,215.36306766380915,215.83255236617862,38028100
2024-08-13,221.02682495117188,221.646138683676,218.76929897291208,218.76929897291208,44155300
2024-08-14,221.47633361816406,222.7848915052682,219.45854930599305,220.3276035510778,41960600
2024-08-15,224.47303771972656,225.10235023777113,222.5151850202656,224.35317447515422,46414000
2024-08-16,225.80157470703125,226.5807162697698,223.40420315535758,223.67391069385005,44340200
2024-08-19,225.64175415039062,225.74165035068273,222.79488010428776,225.4719428035102,40687800
2024-08-20,226.2610626220703,226.92034094772856,225.20222998863,225.52188562847152,30299000
2024-08-21,226.15118408203125,227.7294495174454,224.80267685471037,226.2710625686077,34765500
