Date,Close,High,Low,Open,Volume
2020-01-13,76.8218002319336,76.84846485002203,75.41362732738085,75.5323939772133,121532000
2020-01-14,75.78446197509766,76.9696581432658,75.66085795873268,76.75879683643004,161954400
2020-01-15,75.45967864990234,76.46794145974869,75.02583310750762,75.58329005054169,121923600
2020-01-16,76.40492248535156,76.51641831155123,75.64145640571084,76.00501238616502,108829200
2020-01-17,77.25079345703125,77.253212133664,76.34674834560415,76.65455638252,137816400
2020-01-21,76.7272720336914,77.32107563862897,76.589118999561,76.87754064068325,110843200
2020-01-22,77.00114440917969,77.55616777084843,76.90661632258188,77.21442432913649,101832400
2020-01-23,77.37196350097656,77.45194253849331,76.5042726759428,77.05445863050176,104472000
2020-01-24,77.14899444580078,78.36569234251847,76.95751957755354,77.61919405852058,146537600
2020-01-27,74.8803939819336,75.56387339917882,73.89394394178072,75.1494217765772,161940000
2020-01-28,76.99872589111328,77.17080696705042,75.66568742862898,75.7650602743292,162234000
2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200
2020-01-30,78.49658203125,78.5499038706555,77.25564547406604,77.68949101302144,126743200
2020-01-31,75.01612854003906,78.20814527515702,74.72043610521095,77.78399671516546,199588400
2020-02-03,74.81013488769531,75.98078201621831,73.24926711862054,73.75339487793374,173788400
2020-02-04,77.27986145019531,77.47133628076568,76.01468671792693,76.42186751998584,136616400
2020-02-05,77.9100341796875,78.71228029302294,77.30410766529131,78.41173571221898,118826800
2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600
2020-02-07,77.74996185302734,78.56868819994995,77.25678206283877,78.31845426530488,117684000
2020-02-10,78.11923217773438,78.11923217773438,76.24855365122801,76.32872251651483,109348800
2020-02-11,77.64791107177734,78.69015073030005,77.42926131350245,78.61726994891447,94323200
2020-02-12,79.49189758300781,79.49675383168847,78.09981497456799,78.09981497456799,113730400
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600
2020-02-14,78.94524383544922,79.1954777229002,78.43505615220535,78.89421987724242,80113600
2020-02-18,77.49971008300781,77.68191943273276,76.43317446384147,76.61538381356641,152531200
2020-02-19,78.62212371826172,78.85292520890516,77.74266105137688,77.74266105137688,93984000
2020-02-20,77.8155517578125,78.87236767412692,77.3077958277377,78.3816197327152,100566000
2020-02-21,76.05419921875,77.85200453086176,75.43469023560293,77.40740945099631,129554000
2020-02-24,72.44160461425781,73.89927997263825,70.26724331981248,72.21809854454682,222195200
2020-02-25,69.98784637451172,73.49841733255995,69.51410635342101,73.11456610148605,230673600
2020-02-26,71.09809112548828,72.36870040431434,69.6039758492443,69.61126392711407,198054800
2020-02-27,66.45054626464844,69.48251314363536,66.31449718169252,68.29207996071155,320605600
2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000
2020-03-02,72.59465789794922,73.2336067493854,67.47093017221289,68.57876279323048,341397200
2020-03-03,70.28909301757812,73.85553621045779,69.43391890589473,73.77536734454684,319475600
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800
2020-03-06,70.21864318847656,70.65351836354851,68.32366840377551,68.5107340510731,226176800
2020-03-09,64.66490173339844,67.5608121841011,63.89476010790818,64.07696949985089,286744800
2020-03-10,69.32215881347656,69.58940069608109,65.44231380372885,67.33000755448958,285290000
2020-03-11,66.91458129882812,68.32124000631373,66.04726273626676,67.39076055716758,255598800
2020-03-12,60.30643844604492,65.59536986136158,60.25056194673212,62.179552305414184,418474000
2020-03-13,67.53165435791016,68.00540170395698,61.453148500655,64.35392608390474,370732000
2020-03-16,58.84391784667969,62.942409574296256,58.30700586985522,58.78074955113587,322423600
2020-03-17,61.431278228759766,62.58526712979335,57.918280152808066,60.13151665050571,324056000
2020-03-18,59.92744827270508,60.736458342676634,57.60731482260299,58.25112350527089,300233600
2020-03-19,59.46828079223633,61.42642361595355,58.941088778701626,60.10236956557699,271857200
2020-03-20,55.692901611328125,61.18104684470416,55.391647457282346,60.05134654732679,401693200
2020-03-23,54.5097541809082,55.51312163568075,51.65271258137682,55.41108483288239,336752800
2020-03-24,59.97847366333008,60.175259212076874,56.92221437304566,57.42268223950284,287531200
2020-03-25,59.648067474365234,62.74076717659394,59.35167323412014,60.918673260526354,303602000
2020-03-26,62.786930084228516,62.845234719440775,59.85214358361415,59.89101581179546,252087200
2020-03-27,60.18741226196289,62.16255970015119,60.01977901548738,61.40456975823744,204216800
2020-03-30,61.90503692626953,62.07753012614777,60.59069887170744,60.91624915689595,167976400
2020-03-31,61.7786979675293,63.77085317683828,61.2223536075195,62.09696014187927,197002000
2020-04-01,58.528079986572266,60.42548629953478,58.09563671171014,59.886146267819704,176218400
2020-04-02,59.50472640991211,59.558174794508744,57.55387149331358,58.38960582657782,165934000
2020-04-03,58.64955520629883,59.691791212482975,58.05676677284577,58.987249770331935,129880000
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400
2020-04-07,63.027427673339844,66.00837741080065,62.92296275780196,65.78972025756833,202887200
2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200
2020-04-09,65.10707092285156,65.61240255882335,64.3077842309361,65.27956785413652,161834800
2020-04-13,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800
2020-04-14,69.73762512207031,70.0291631990418,67.55111178714793,68.02485930869629,194994800
2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200
2020-04-17,68.705078125,69.71330925617515,67.26197929396938,69.1642493049272,215250000
2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200
2020-04-21,65.19937133789062,67.35673149875346,64.48511000316932,67.12107374662952,180991600
2020-04-22,67.07733917236328,67.51463866177296,66.12985200256384,66.47239906793473,116862400
2020-04-23,66.81741333007812,68.45001014182691,66.77854109478402,67.02148700478162,124814400
2020-04-24,68.74639129638672,68.75611120688087,67.29600419461667,67.34459633296811,126161200
2020-04-27,68.79498291015625,69.12781755437949,68.01269693902715,68.46214085181369,117087600
2020-04-28,67.67984771728516,69.44120502793687,67.58753452748297,69.2589956509729,112004800
2020-04-29,69.90281677246094,70.37413234616447,68.9699055356583,69.17397917363517,137280800
2020-04-30,71.37750244140625,71.55485561745746,70.05345173511868,70.44459107526991,183064000
2020-05-01,70.22836303710938,72.64081369930636,69.44607705455206,69.54325391781421,240616800
2020-05-04,71.22200012207031,71.35076111488053,69.56025154134068,70.25264863684093,133568000
2020-05-05,72.29096984863281,73.12670420409486,71.53783619626512,71.68360519577489,147751200
2020-05-06,73.03678894042969,73.67087384933288,72.60920200733179,72.99548489679867,142333600
2020-05-07,73.7923583984375,74.13977654354584,73.3623469812468,73.66602924556396,115215200
2020-05-08,75.54875183105469,75.60234489642646,74.12610833613621,74.4549745357271,133838400
2020-05-11,76.73754119873047,77.23448698795877,74.84473723882499,75.05424011538071,145946400
2020-05-12,75.86055755615234,77.87759399228193,75.73875582103778,77.42448767187804,162301200
2020-05-13,74.94461059570312,76.96652397961965,73.86301052868956,76.04082627706647,200622400
2020-05-14,75.40503692626953,75.46593780729032,73.45377031942287,74.1797114974989,158929200
2020-05-15,74.95924377441406,75.00552904209664,73.13221721070178,73.166325274969,166348400
2020-05-18,76.72533416748047,77.10048553094104,75.59501811899668,76.28928938075718,135178400
2020-05-19,76.28202056884766,77.59260144638077,76.2503509173153,76.74242742073746,101729600
2020-05-20,77.76554870605469,77.83618836909706,77.10537786228618,77.14435531475209,111504800
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800
2020-05-22,77.68273162841797,77.76555593478616,76.8203730686473,76.92268238596525,81803200
2020-05-26,77.15653991699219,78.98599716300203,77.10050843518626,78.80573295034046,125522000
2020-05-27,77.49269104003906,77.63885459900591,76.26980437953092,77.01279937336761,112945200
